"exam_date","first_name","last_name","email","date_of_birth","gpa","course_name","exam_name","building_name","room_name","capacity","has_projector","has_computers","is_accessible","grade","state"
"2024-01-10","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","Music","Final Exam","Main Building","Room 101","50","t","f","t","21.10","Illinois"
"2024-01-10","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Music","Final Exam","Engineering Building","Room 401","60","t","t","f","86.24","Pennsylvania"
"2023-11-18","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Political Science","Midterm Exam","Science Building","Room 601","60","t","t","t","38.50","Illinois"
"2023-11-18","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Political Science","Midterm Exam","Science Building","Room 601","60","t","t","t","39.98","Michigan"
"2023-11-18","Mia","Clark","mia.clark@jsuniversity.edu","2002-12-08","3.05","Political Science","Midterm Exam","Main Building","Room 101","50","t","f","t","79.88","North Carolina"
"2023-11-18","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Political Science","Midterm Exam","Science Building","Room 601","60","t","t","t","21.12","California"
"2023-11-18","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Political Science","Midterm Exam","Main Building","Room 101","50","t","f","t","86.27","New York"
"2023-11-18","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Political Science","Midterm Exam","Science Building","Room 601","60","t","t","t","12.98","Texas"
"2023-11-18","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Political Science","Midterm Exam","Main Building","Room 101","50","t","f","t","8.58","Florida"
"2023-11-18","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","Political Science","Midterm Exam","Science Building","Room 601","60","t","t","t","54.18","Pennsylvania"
"2023-11-18","Grace","Wilson","grace.wilson@jsuniversity.edu","2002-02-01","3.25","Political Science","Midterm Exam","Science Building","Room 601","60","t","t","t","17.24","Michigan"
"2023-11-18","Ella","Moore","ella.moore@jsuniversity.edu","2002-10-14","3.21","Political Science","Midterm Exam","Main Building","Room 101","50","t","f","t","86.41","Georgia"
"2023-11-18","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","Political Science","Midterm Exam","Science Building","Room 601","60","t","t","t","89.50","California"
"2023-11-18","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Political Science","Midterm Exam","Main Building","Room 101","50","t","f","t","58.03","Texas"
"2023-11-18","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Political Science","Midterm Exam","Main Building","Room 101","50","t","f","t","15.13","Pennsylvania"
"2023-11-18","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Political Science","Midterm Exam","Main Building","Room 101","50","t","f","t","29.43","Michigan"
"2023-11-18","Liam","Ramirez","liam.ramirez@jsuniversity.edu","2003-11-08","3.21","Political Science","Midterm Exam","Science Building","Room 601","60","t","t","t","74.22","Georgia"
"2024-01-15","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Political Science","Final Exam","Main Building","Room 101","50","t","f","t","28.88","New York"
"2024-01-15","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Political Science","Final Exam","Main Building","Room 101","50","t","f","t","15.30","Florida"
"2024-01-15","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Political Science","Final Exam","Main Building","Room 101","50","t","f","t","62.26","Pennsylvania"
"2024-01-15","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","Political Science","Final Exam","Science Building","Room 601","60","t","t","t","84.89","Ohio"
"2024-01-15","Mia","Clark","mia.clark@jsuniversity.edu","2002-12-08","3.05","Political Science","Final Exam","Science Building","Room 601","60","t","t","t","25.36","North Carolina"
"2024-01-15","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Political Science","Final Exam","Science Building","Room 601","60","t","t","t","36.29","California"
"2024-01-15","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Political Science","Final Exam","Arts Building","Room 701","70","f","f","t","100.00","Texas"
"2024-01-15","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Political Science","Final Exam","Science Building","Room 601","60","t","t","t","73.80","Illinois"
"2024-01-15","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","Political Science","Final Exam","Arts Building","Room 701","70","f","f","t","93.07","Pennsylvania"
"2024-01-15","Benjamin","Thomas","benjamin.thomas@jsuniversity.edu","2002-08-03","3.78","Political Science","Final Exam","Science Building","Room 601","60","t","t","t","57.95","Ohio"
"2024-01-15","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Political Science","Final Exam","Science Building","Room 601","60","t","t","t","88.05","North Carolina"
"2024-01-15","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","Political Science","Final Exam","Science Building","Room 601","60","t","t","t","37.06","California"
"2024-01-15","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Political Science","Final Exam","Science Building","Room 601","60","t","t","t","45.56","Texas"
"2024-01-15","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Political Science","Final Exam","Main Building","Room 101","50","t","f","t","8.40","Pennsylvania"
"2024-01-15","Liam","Ramirez","liam.ramirez@jsuniversity.edu","2003-11-08","3.21","Political Science","Final Exam","Science Building","Room 601","60","t","t","t","14.51","Georgia"
"2024-01-15","Harper","Torres","harper.torres@jsuniversity.edu","2003-12-15","3.95","Political Science","Final Exam","Arts Building","Room 701","70","f","f","t","71.53","North Carolina"
"2023-12-03","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Political Science","Debate","Main Building","Room 101","50","t","f","t","85.14","California"
"2023-12-03","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Political Science","Debate","Main Building","Room A01","100","t","t","t","89.72","New York"
"2023-12-03","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Political Science","Debate","Main Building","Room 101","50","t","f","t","17.00","Texas"
"2023-12-03","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Political Science","Debate","Main Building","Room A01","100","t","t","t","15.32","Illinois"
"2023-12-03","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Political Science","Debate","Main Building","Room 101","50","t","f","t","86.06","Texas"
"2023-12-03","Benjamin","Thomas","benjamin.thomas@jsuniversity.edu","2002-08-03","3.78","Political Science","Debate","Main Building","Room 101","50","t","f","t","53.02","Ohio"
"2023-12-03","Grace","Wilson","grace.wilson@jsuniversity.edu","2002-02-01","3.25","Political Science","Debate","Main Building","Room 101","50","t","f","t","69.03","Michigan"
"2023-12-03","Ella","Moore","ella.moore@jsuniversity.edu","2002-10-14","3.21","Political Science","Debate","Main Building","Room A01","100","t","t","t","60.39","Georgia"
"2023-12-03","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Political Science","Debate","Main Building","Room 101","50","t","f","t","8.58","North Carolina"
"2023-12-03","Evelyn","Gonzalez","evelyn.gonzalez@jsuniversity.edu","2003-06-20","3.18","Political Science","Debate","Main Building","Room A01","100","t","t","t","34.65","New York"
"2023-12-03","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Political Science","Debate","Main Building","Room A01","100","t","t","t","36.56","Michigan"
"2023-11-20","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Statistics","Midterm Exam","Arts Building","Room 301","30","f","f","t","41.26","Illinois"
"2023-11-20","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Statistics","Midterm Exam","Arts Building","Room 301","30","f","f","t","88.06","Pennsylvania"
"2023-11-20","David","Jones","david.jones@jsuniversity.edu","2002-07-30","2.87","Statistics","Midterm Exam","Science Building","Room 601","60","t","t","t","54.94","Georgia"
"2023-11-20","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Statistics","Midterm Exam","Science Building","Room 601","60","t","t","t","92.24","California"
"2023-11-20","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","Statistics","Midterm Exam","Arts Building","Room 301","30","f","f","t","64.24","Illinois"
"2023-11-20","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Statistics","Midterm Exam","Science Building","Room 601","60","t","t","t","10.07","Pennsylvania"
"2023-11-20","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","Statistics","Midterm Exam","Science Building","Room 601","60","t","t","t","13.13","Ohio"
"2023-11-20","Liam","Ramirez","liam.ramirez@jsuniversity.edu","2003-11-08","3.21","Statistics","Midterm Exam","Arts Building","Room 301","30","f","f","t","30.70","Georgia"
"2024-01-20","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","72.76","New York"
"2024-01-20","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","76.97","Texas"
"2024-01-20","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","24.05","Florida"
"2024-01-20","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","95.68","Illinois"
"2024-01-20","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","77.11","Pennsylvania"
"2024-01-20","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","53.16","Texas"
"2024-01-20","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","8.64","Florida"
"2024-01-20","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","68.06","Illinois"
"2024-01-20","Benjamin","Thomas","benjamin.thomas@jsuniversity.edu","2002-08-03","3.78","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","42.40","Ohio"
"2024-01-20","Grace","Wilson","grace.wilson@jsuniversity.edu","2002-02-01","3.25","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","86.04","Michigan"
"2024-01-20","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","22.74","California"
"2024-01-20","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","15.08","Texas"
"2024-01-20","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Statistics","Final Exam","Science Building","Room 201","40","t","t","t","39.77","Michigan"
"2023-11-25","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Philosophy","Midterm Exam","Arts Building","Room 301","30","f","f","t","22.31","California"
"2023-11-25","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Philosophy","Midterm Exam","Science Building","Room 601","60","t","t","t","28.48","New York"
"2023-11-25","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Philosophy","Midterm Exam","Library","Room 901","90","f","f","t","33.56","Texas"
"2023-11-25","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Philosophy","Midterm Exam","Arts Building","Room 301","30","f","f","t","68.06","Michigan"
"2023-11-25","David","Jones","david.jones@jsuniversity.edu","2002-07-30","2.87","Philosophy","Midterm Exam","Arts Building","Room 301","30","f","f","t","24.58","Georgia"
"2023-11-25","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Philosophy","Midterm Exam","Science Building","Room 601","60","t","t","t","90.32","New York"
"2023-11-25","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","Philosophy","Midterm Exam","Library","Room 901","90","f","f","t","56.09","Pennsylvania"
"2023-11-25","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Philosophy","Midterm Exam","Arts Building","Room 301","30","f","f","t","10.48","North Carolina"
"2023-11-25","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Philosophy","Midterm Exam","Arts Building","Room 301","30","f","f","t","35.65","Texas"
"2023-11-25","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Philosophy","Midterm Exam","Arts Building","Room 301","30","f","f","t","93.00","Florida"
"2023-11-25","Liam","Ramirez","liam.ramirez@jsuniversity.edu","2003-11-08","3.21","Philosophy","Midterm Exam","Arts Building","Room 301","30","f","f","t","88.13","Georgia"
"2024-01-25","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Philosophy","Final Exam","Library","Room 501","70","f","f","t","39.24","California"
"2024-01-25","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Philosophy","Final Exam","Library","Room 501","70","f","f","t","27.08","New York"
"2024-01-25","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Philosophy","Final Exam","Library","Room 501","70","f","f","t","95.20","Illinois"
"2024-01-25","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","Philosophy","Final Exam","Library","Room 501","70","f","f","t","97.66","Ohio"
"2024-01-25","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Philosophy","Final Exam","Library","Room 501","70","f","f","t","95.56","Texas"
"2024-01-25","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Philosophy","Final Exam","Library","Room 501","70","f","f","t","16.30","Florida"
"2024-01-25","Grace","Wilson","grace.wilson@jsuniversity.edu","2002-02-01","3.25","Philosophy","Final Exam","Library","Room 501","70","f","f","t","84.00","Michigan"
"2024-01-25","Evelyn","Gonzalez","evelyn.gonzalez@jsuniversity.edu","2003-06-20","3.18","Philosophy","Final Exam","Library","Room 501","70","f","f","t","35.34","New York"
"2024-01-25","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Philosophy","Final Exam","Library","Room 501","70","f","f","t","6.16","Florida"
"2024-01-25","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","Philosophy","Final Exam","Library","Room 501","70","f","f","t","72.55","Illinois"
"2024-01-25","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Philosophy","Final Exam","Library","Room 501","70","f","f","t","18.60","Michigan"
"2024-01-25","Liam","Ramirez","liam.ramirez@jsuniversity.edu","2003-11-08","3.21","Philosophy","Final Exam","Library","Room 501","70","f","f","t","82.92","Georgia"
"2023-11-28","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","59.96","California"
"2023-11-28","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","24.74","New York"
"2023-11-28","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","75.24","Texas"
"2023-11-28","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","63.90","Florida"
"2023-11-28","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","29.83","Illinois"
"2023-11-28","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","78.68","Pennsylvania"
"2023-11-28","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","70.12","Ohio"
"2023-11-28","Mia","Clark","mia.clark@jsuniversity.edu","2002-12-08","3.05","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","62.00","North Carolina"
"2023-11-28","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","79.70","California"
"2023-11-28","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","52.27","Texas"
"2023-11-28","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","61.46","North Carolina"
"2023-11-28","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","91.88","California"
"2023-11-28","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","29.30","Texas"
"2023-11-28","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","81.07","Florida"
"2023-11-28","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","47.10","Pennsylvania"
"2023-11-28","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","Engineering","Midterm Exam","Arts Building","Room 301","30","f","f","t","94.14","Ohio"
"2024-01-28","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","14.40","New York"
"2024-01-28","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","38.77","Florida"
"2024-01-28","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","20.25","Pennsylvania"
"2024-01-28","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","92.73","Ohio"
"2024-01-28","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","90.87","Michigan"
"2024-01-28","David","Jones","david.jones@jsuniversity.edu","2002-07-30","2.87","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","84.05","Georgia"
"2024-01-28","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","94.65","California"
"2024-01-28","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","95.46","Florida"
"2024-01-28","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","96.17","Illinois"
"2024-01-28","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","11.21","Pennsylvania"
"2024-01-28","Benjamin","Thomas","benjamin.thomas@jsuniversity.edu","2002-08-03","3.78","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","88.33","Ohio"
"2024-01-28","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","20.73","North Carolina"
"2024-01-28","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","62.16","Texas"
"2024-01-28","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","44.24","Florida"
"2024-01-28","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","33.56","Ohio"
"2024-01-28","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Engineering","Final Exam","Main Building","Room 101","50","t","f","t","63.99","Michigan"
"2023-12-10","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Engineering","Project Presentation","Science Building","Room 601","60","t","t","t","41.03","Texas"
"2023-12-10","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Engineering","Project Presentation","Science Building","Room 601","60","t","t","t","50.45","Florida"
"2023-12-10","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Engineering","Project Presentation","Science Building","Room 601","60","t","t","t","40.89","Pennsylvania"
"2023-12-10","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Engineering","Project Presentation","Library","Room 501","70","f","f","t","83.08","Michigan"
"2023-12-10","David","Jones","david.jones@jsuniversity.edu","2002-07-30","2.87","Engineering","Project Presentation","Library","Room 501","70","f","f","t","88.52","Georgia"
"2023-12-10","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Engineering","Project Presentation","Science Building","Room 601","60","t","t","t","44.73","Texas"
"2023-12-10","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Engineering","Project Presentation","Library","Room 501","70","f","f","t","80.19","Florida"
"2023-12-10","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Engineering","Project Presentation","Science Building","Room 601","60","t","t","t","91.08","Illinois"
"2023-12-10","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","Engineering","Project Presentation","Science Building","Room 601","60","t","t","t","46.88","Pennsylvania"
"2023-12-10","Ella","Moore","ella.moore@jsuniversity.edu","2002-10-14","3.21","Engineering","Project Presentation","Science Building","Room 601","60","t","t","t","28.14","Georgia"
"2023-12-10","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","Engineering","Project Presentation","Science Building","Room 601","60","t","t","t","82.60","California"
"2023-12-10","Evelyn","Gonzalez","evelyn.gonzalez@jsuniversity.edu","2003-06-20","3.18","Engineering","Project Presentation","Science Building","Room 601","60","t","t","t","31.41","New York"
"2023-12-10","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Engineering","Project Presentation","Library","Room 501","70","f","f","t","90.82","Florida"
"2023-12-10","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","Engineering","Project Presentation","Library","Room 501","70","f","f","t","94.89","Illinois"
"2023-12-10","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Engineering","Project Presentation","Library","Room 501","70","f","f","t","67.78","Pennsylvania"
"2023-12-02","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Foreign Language","Midterm Exam","Main Building","Room 101","50","t","f","t","61.85","California"
"2023-12-02","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Foreign Language","Midterm Exam","Main Building","Room 101","50","t","f","t","66.45","New York"
"2023-12-02","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Foreign Language","Midterm Exam","Science Building","Room 601","60","t","t","t","33.93","Texas"
"2023-12-02","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Foreign Language","Midterm Exam","Science Building","Room 601","60","t","t","t","9.06","Florida"
"2023-12-02","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Foreign Language","Midterm Exam","Main Building","Room 101","50","t","f","t","72.11","Illinois"
"2023-12-02","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Foreign Language","Midterm Exam","Arts Building","Room 701","70","f","f","t","50.91","Pennsylvania"
"2023-12-02","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Foreign Language","Midterm Exam","Science Building","Room 601","60","t","t","t","24.68","Michigan"
"2023-12-02","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Foreign Language","Midterm Exam","Main Building","Room 101","50","t","f","t","25.66","California"
"2023-11-10","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Sociology","Midterm Exam","Arts Building","Room 301","30","f","f","t","69.24","Florida"
"2023-11-10","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Sociology","Midterm Exam","Engineering Building","Room 401","60","t","t","f","39.39","Illinois"
"2023-11-10","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Sociology","Midterm Exam","Arts Building","Room 701","70","f","f","t","26.55","Pennsylvania"
"2023-11-10","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","Sociology","Midterm Exam","Arts Building","Room 701","70","f","f","t","97.46","Ohio"
"2023-11-10","David","Jones","david.jones@jsuniversity.edu","2002-07-30","2.87","Sociology","Midterm Exam","Engineering Building","Room 401","60","t","t","f","64.77","Georgia"
"2023-11-10","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Sociology","Midterm Exam","Arts Building","Room 301","30","f","f","t","43.62","California"
"2023-11-10","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Sociology","Midterm Exam","Arts Building","Room 301","30","f","f","t","25.74","Texas"
"2023-11-10","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Sociology","Midterm Exam","Arts Building","Room 701","70","f","f","t","65.22","Illinois"
"2023-11-10","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","Sociology","Midterm Exam","Engineering Building","Room 401","60","t","t","f","50.97","Pennsylvania"
"2023-11-10","Benjamin","Thomas","benjamin.thomas@jsuniversity.edu","2002-08-03","3.78","Sociology","Midterm Exam","Arts Building","Room 301","30","f","f","t","81.33","Ohio"
"2023-11-10","Ella","Moore","ella.moore@jsuniversity.edu","2002-10-14","3.21","Sociology","Midterm Exam","Arts Building","Room 301","30","f","f","t","75.35","Georgia"
"2023-11-10","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Sociology","Midterm Exam","Arts Building","Room 301","30","f","f","t","10.68","North Carolina"
"2023-11-10","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Sociology","Midterm Exam","Engineering Building","Room 401","60","t","t","f","13.77","Florida"
"2023-11-10","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","Sociology","Midterm Exam","Engineering Building","Room 401","60","t","t","f","74.81","Illinois"
"2023-11-10","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Sociology","Midterm Exam","Engineering Building","Room 401","60","t","t","f","55.59","Pennsylvania"
"2023-11-10","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","Sociology","Midterm Exam","Engineering Building","Room 401","60","t","t","f","26.41","Ohio"
"2023-11-10","Harper","Torres","harper.torres@jsuniversity.edu","2003-12-15","3.95","Sociology","Midterm Exam","Arts Building","Room 301","30","f","f","t","79.77","North Carolina"
"2024-01-05","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Sociology","Final Exam","Library","Room 901","90","f","f","t","45.13","California"
"2024-01-05","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Sociology","Final Exam","Library","Room 901","90","f","f","t","92.80","Texas"
"2024-01-05","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Sociology","Final Exam","Library","Room 901","90","f","f","t","29.50","Illinois"
